index,68,corpus,ICT,Filename,A_61_765.txt,DocLabel,A/61/765,DatePublish,27-Feb-07,DocType,3,DocTitle,Investing in the United Nations : for a stronger Organization worldwide : interim report : report of the Secretary-General,"""},"
index,69,corpus,ICT,Filename,A_62_502.txt,DocLabel,A/62/502,DatePublish,23-Oct-07,DocType,3,DocTitle,Investing in information and communications technology status report report of the Secretary-General,"""},"
index,70,corpus,ICT,Filename,A_62_793.txt,DocLabel,A/62/793,DatePublish,09-Apr-08,DocType,1,DocTitle,Investing in information and communications technology information and communications strategy for the United Nations Secretariat report of the Secretary-General,"""},"
index,71,corpus,ICT,Filename,A_62_793_Corr.1.txt,DocLabel,A/62/793/Corr.1,DatePublish,07-May-08,DocType,1,DocTitle,Investing in information and communications technology information and communications strategy for the United Nations Secretariat report of the Secretary-General corrigendum,"""},"
index,72,corpus,ICT,Filename,A_64_96.txt,DocLabel,A/64/96,DatePublish,19-Jun-09,DocType,3,DocTitle,Report of the Joint Inspection Unit on the review of information and communication technology (ICT) hosting services in the United Nations system organizations note / by the Secretary-General,"""},"
index,73,corpus,ICT,Filename,A_66_748.txt,DocLabel,A/66/748,DatePublish,15-Mar-12,DocType,3,DocTitle,Letter dated 2012/02/24 from the Permanent Representative of Antigua and Barbuda to the United Nations addressed to the Secretary-General,"""},"
index,74,corpus,ICT,Filename,A_67_119.txt,DocLabel,A/67/119,DatePublish,02-Jul-12,DocType,2,DocTitle,Information and communications technology governance in United Nations system organizations note / by the Secretary-General,"""},"
index,75,corpus,ICT,Filename,A_67_119_Add.1.txt,DocLabel,A/67/119/ADD.1,DatePublish,29-Jun-12,DocType,2,DocTitle,Information and communications technology governance in United Nations system organizations note / by the Secretary-General,"""},"
index,76,corpus,ICT,Filename,A_67_651.txt,DocLabel,A/67/651,DatePublish,20-Dec-12,DocType,0,DocTitle,Report of the Board of Auditors on the handling of information and communications technology affairs in the Secretariat note / by the Secretary-General,"""},"
index,77,corpus,ICT,Filename,A_67_651_Add.1.txt,DocLabel,A/67/651/ADD.1,DatePublish,16-Jan-13,DocType,0,DocTitle,Implementation of the recommendations of the Board of Auditors contained in its report on the handling of information and communications technology affairs in the Secretariat report of the Secretary-General,"""},"
index,78,corpus,ICT,Filename,A_67_770.txt,DocLabel,A/67/770,DatePublish,01-Mar-13,DocType,0,DocTitle,Report of the Board of Auditors on the handling of information and communications technology affairs in the Secretariat report of the Advisory Committee on Administrative and Budgetary Questions,"""},"
index,79,corpus,ICT,Filename,A_C.2_62_SR.21.txt,DocLabel,A/C.2/62/SR.21,DatePublish,30-Nov-07,DocType,3,DocTitle,"Summary record of the 21st meeting 2nd Committee, held at Headquarters, New York, on Monday, 5 November 2007, General Assembly, 62nd session","""},"
index,80,corpus,ICT,Filename,A_C.2_64_SR.23.txt,DocLabel,A/C.2/64/SR.23,DatePublish,08-Dec-09,DocType,3,DocTitle,"Summary record of the 23rd meeting 2nd Committee, held at Headquarters, New York, on Wednesday, 28 October 2009, General Assembly, 64th session","""},"
index,81,corpus,ICT,Filename,A_C.5_65_SR.18.txt,DocLabel,A/C.5/65/SR.18,DatePublish,20-Jan-11,DocType,3,DocTitle,"Summary record of the 18th meeting 5th Committee, held at Headquarters, New York, on Monday, 29 November 2010, General Assembly, 65th session","""},"
